,tags,changeset,lon,version,id,timestamp,lat,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,url,website,amenity,building,drinking_water,fountain,gambling,internet_access,office,source,start_date,wikipedia,geometry,osm_type,addr:housename,addr:place,building:levels,landuse
1027,,,,2,771581844,1592166745,,,,,,,,,,,,,,conference_centre,yes,,,,,,,,,"POLYGON ((12.4501126 41.6596348, 12.4501792 41.6596439, 12.4501608 41.6597196, 12.4501351 41.6597161, 12.4501183 41.6597853, 12.4502085 41.6597976, 12.450214 41.6597751, 12.4503082 41.6597879, 12.4503256 41.6597164, 12.4503689 41.6597222, 12.4503477 41.6598093, 12.4505295 41.659834, 12.4506009 41.6595412, 12.450426 41.6595174, 12.4504451 41.6594391, 12.4503536 41.6594267, 12.450382 41.6593104, 12.4502028 41.659286, 12.4501733 41.6594073, 12.450222 41.6594139, 12.4502092 41.6594669, 12.4501552 41.6594595, 12.4501126 41.6596348))",way,,,,
1028,,,,2,772708158,1593631230,,,,4,,Via della Motomeccanica,,Multiplex Cinema,,,,,http://www.multiplexcinemapomezia.it/,cinema,yes,,,,,,,,,"POLYGON ((12.496945 41.6763338, 12.4972398 41.676216, 12.4970904 41.675989, 12.4969192 41.6760524, 12.4967786 41.6761045, 12.4968947 41.6762645, 12.496945 41.6763338))",way,,,,
1029,,,,1,775612601,1582400348,,,,,,,,Fontanile,,,,,,fountain,,no,,,,,,,,"POLYGON ((12.5072432 41.6558639, 12.5072317 41.6558576, 12.5074052 41.6556816, 12.5074167 41.6556879, 12.5072432 41.6558639))",way,,,,
1030,,,,1,784276696,1585071956,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.491925 41.6529846, 12.4919365 41.6529867, 12.4919466 41.6529914, 12.491954 41.6529982, 12.4919581 41.6530066, 12.4919583 41.6530154, 12.4919547 41.6530239, 12.4919476 41.653031, 12.4919378 41.653036, 12.4919264 41.6530383, 12.4919146 41.6530378, 12.4919036 41.6530344, 12.4918947 41.6530285, 12.4918888 41.6530208, 12.4918866 41.6530121, 12.4918883 41.6530033, 12.4918938 41.6529954, 12.4919024 41.6529892, 12.4919132 41.6529855, 12.491925 41.6529846))",way,,,,
1031,,,,1,784733544,1585214993,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.3009263 41.798989, 12.3010471 41.7990389, 12.301068 41.7990108, 12.3009472 41.7989609, 12.3009263 41.798989))",way,,,,
1032,,,,1,784733545,1585214993,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.3005868 41.798837, 12.3006073 41.7988102, 12.3007283 41.7988617, 12.3007078 41.7988885, 12.3005868 41.798837))",way,,,,
1033,,,,1,784733546,1585214993,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.3011027 41.798726, 12.3012584 41.7987948, 12.3012327 41.7988271, 12.301077 41.7987583, 12.3011027 41.798726))",way,,,,
1034,,,,1,790671222,1586598560,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.7233656 41.9521508, 12.7233917 41.9521564, 12.723412 41.9521698, 12.7234225 41.9521885, 12.723421 41.9522087, 12.7234078 41.9522264, 12.7233857 41.9522381, 12.7233589 41.9522415, 12.7233327 41.952236, 12.7233124 41.9522225, 12.723302 41.9522038, 12.7233035 41.9521836, 12.7233166 41.9521659, 12.7233388 41.9521542, 12.7233656 41.9521508))",way,,,,
1035,,,,1,806821134,1590065028,,,,,,,,Teatro di Villa Adele,,,,,,theatre,roof,,,,,,,,,"POLYGON ((12.6312517 41.4499265, 12.6313928 41.4499762, 12.6314772 41.4498416, 12.6313362 41.4497919, 12.6312517 41.4499265))",way,,,,
1036,"{""lit"":""no"",""natural"":""water""}",,,4,812973108,1591479007,,,,,,,,,,,,,,fountain,,no,,,,,,,,"POLYGON ((12.6895066 41.8059641, 12.6896715 41.8059526, 12.6896292 41.8056521, 12.6895273 41.8056606, 12.6895066 41.8059641))",way,,,,
1037,"{""lit"":""no"",""natural"":""water""}",,,2,813057422,1591479007,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6882532 41.8069652, 12.6882582 41.8069736, 12.688267 41.8069797, 12.6882749 41.8069863, 12.6882744 41.8069958, 12.6882751 41.8070079, 12.6882654 41.8070102, 12.6882618 41.8070175, 12.6882628 41.8070261, 12.6882587 41.8070324, 12.6882501 41.8070363, 12.6882396 41.8070388, 12.6882305 41.8070369, 12.6882226 41.8070306, 12.688213 41.8070277, 12.6882041 41.8070314, 12.6881925 41.8070231, 12.6881827 41.807017, 12.6881816 41.8070081, 12.6881807 41.8069981, 12.6881763 41.8069908, 12.6881706 41.8069819, 12.6881619 41.8069758, 12.688154 41.8069693, 12.6881544 41.8069597, 12.6881538 41.8069477, 12.6881635 41.8069453, 12.6881671 41.8069381, 12.6881661 41.8069295, 12.6881702 41.8069232, 12.6881787 41.8069192, 12.6881893 41.8069167, 12.6881983 41.8069186, 12.6882063 41.806925, 12.6882159 41.8069279, 12.6882247 41.8069241, 12.6882372 41.806933, 12.6882461 41.8069386, 12.6882473 41.8069475, 12.6882475 41.8069563, 12.6882532 41.8069652))",way,,,,
1038,"{""lit"":""no"",""natural"":""water""}",,,3,813387996,1591553004,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6892592 41.8063662, 12.6892729 41.8063495, 12.6892975 41.8063361, 12.6892983 41.8063226, 12.6892959 41.8063044, 12.689277 41.8062751, 12.6892692 41.8062652, 12.689262 41.806248, 12.6892567 41.8062418, 12.6892326 41.8062054, 12.6892185 41.8061665, 12.6892072 41.8061528, 12.6891979 41.80615, 12.6891851 41.8061505, 12.689166 41.8061569, 12.6891428 41.8061619, 12.6891321 41.8061684, 12.6891282 41.8061765, 12.6891362 41.8061973, 12.6892221 41.8063395, 12.6892415 41.8063575, 12.6892592 41.8063662))",way,,,,
1039,"{""lit"":""no"",""natural"":""water""}",,,2,813408848,1591479007,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6892156 41.8072746, 12.6892114 41.8072779, 12.6892082 41.8072829, 12.6892085 41.8072888, 12.6892108 41.8072952, 12.6892146 41.8072991, 12.6892204 41.8073017, 12.6892254 41.8073027, 12.6892295 41.8073086, 12.6892359 41.807306, 12.6892409 41.8073071, 12.6892618 41.8073051, 12.6892827 41.807299, 12.6893007 41.807289, 12.6893146 41.8072766, 12.6893157 41.8072738, 12.6893241 41.8072703, 12.6893207 41.8072648, 12.689323 41.8072614, 12.6893246 41.8072567, 12.6893239 41.8072505, 12.689321 41.8072464, 12.6893153 41.8072425, 12.6893064 41.8072411, 12.6892943 41.8072431, 12.6893008 41.8072519, 12.6892225 41.807284, 12.6892156 41.8072746))",way,,,,
1040,"{""lit"":""no"",""natural"":""water""}",,,1,813679857,1591553004,,,,,,,,,,,,,,fountain,,no,,,,,,,,"POLYGON ((12.6896222 41.8061391, 12.6896241 41.8061429, 12.6896279 41.8061466, 12.6896324 41.806149, 12.6896375 41.8061505, 12.6896356 41.806152, 12.6896375 41.8061548, 12.6896391 41.8061579, 12.68964 41.8061604, 12.6896381 41.8061641, 12.6896368 41.8061678, 12.6896365 41.8061711, 12.6896373 41.8061754, 12.6896386 41.8061786, 12.6896412 41.8061825, 12.6896395 41.8061865, 12.6896376 41.8061899, 12.6896365 41.8061916, 12.6896391 41.8061934, 12.6896346 41.8061946, 12.6896313 41.8061964, 12.6896281 41.8061986, 12.6896259 41.8062016, 12.6896244 41.8062052, 12.6896224 41.8062036, 12.6896197 41.8062052, 12.6896152 41.8062067, 12.6896106 41.8062075, 12.6896066 41.8062061, 12.6896024 41.8062052, 12.6895981 41.8062049, 12.6895927 41.8062051, 12.6895884 41.8062062, 12.6895838 41.8062084, 12.6895798 41.8062079, 12.6895748 41.8062066, 12.6895716 41.8062051, 12.6895696 41.8062075, 12.6895684 41.8062051, 12.6895667 41.806203, 12.6895647 41.8062013, 12.6895615 41.8061993, 12.6895575 41.8061971, 12.689554 41.806196, 12.6895562 41.8061945, 12.6895545 41.8061915, 12.6895508 41.8061859, 12.6895531 41.8061819, 12.6895548 41.8061773, 12.6895547 41.8061729, 12.689554 41.8061691, 12.6895521 41.8061661, 12.6895503 41.8061641, 12.6895506 41.8061611, 12.6895521 41.8061576, 12.6895547 41.806154, 12.6895531 41.8061521, 12.6895577 41.8061504, 12.6895614 41.8061481, 12.689564 41.8061459, 12.6895657 41.8061431, 12.6895676 41.8061404, 12.6895694 41.8061423, 12.6895729 41.8061408, 12.689577 41.8061391, 12.689581 41.8061384, 12.6895858 41.8061406, 12.689591 41.8061416, 12.6895957 41.8061416, 12.6896006 41.8061406, 12.6896044 41.8061391, 12.6896083 41.8061374, 12.6896125 41.8061376, 12.6896165 41.8061389, 12.68962 41.8061411, 12.6896222 41.8061391))",way,,,,
1041,"{""description"":""Studio di registrazione e sala prove."",""studio"":""audio""}",,,2,823913643,1626127805,,Ladispoli,,,00055,,,Papero Diabolico,,,+39 333 8824394,,http://www.paperodiabolico.it,studio,yes,,,,,,,,,"POLYGON ((12.1213338 41.9441074, 12.1214831 41.9440509, 12.1214196 41.9439582, 12.1212704 41.9440148, 12.1213338 41.9441074))",way,,Podere 1239,,
1042,"{""image"":""File:Fountain at Corviale, Rome, Italy.jpg""}",,,1,831336004,1595956885,,,,,,,,,,,,,,fountain,,no,,,,,,,,"POLYGON ((12.4118907 41.8501446, 12.4119036 41.8501507, 12.4119069 41.8501617, 12.4118989 41.8501713, 12.4118841 41.8501738, 12.4118712 41.8501678, 12.4118678 41.8501567, 12.4118759 41.8501472, 12.4118907 41.8501446))",way,,,,
1043,,,,1,838266790,1597763665,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((13.0051469 41.7302512, 13.0051991 41.730255, 13.005209 41.7301793, 13.0051567 41.7301755, 13.0051469 41.7302512))",way,,,,
1044,"{""image"":""File:Fountain, Villa Celimontana, Roma, Italia Sep 01, 2020 12-41-57 PM.jpeg"",""natural"":""water"",""water"":""fountain""}",,,2,843177473,1598971283,,,,,,,,,,,,,,fountain,,no,,,,,,,,"POLYGON ((12.4946146 41.8838129, 12.4945838 41.883787, 12.494572 41.8837394, 12.4946081 41.8836654, 12.4946623 41.8836366, 12.4947114 41.8836336, 12.4947429 41.8836548, 12.4947579 41.8836999, 12.4947466 41.8837551, 12.494701 41.8837989, 12.4946565 41.8838166, 12.4946146 41.8838129))",way,,,,
1045,,,,1,846989974,1600036402,,,,,,,,,,,,,,theatre,yes,,,,,,,,,"POLYGON ((12.9985258 42.0250701, 12.9984896 42.0250601, 12.9984748 42.0250402, 12.9984708 42.0250213, 12.9984802 42.0249983, 12.9984882 42.0249764, 12.9985097 42.0249675, 12.9985419 42.0249615, 12.9985566 42.0249764, 12.9985808 42.0249854, 12.9985955 42.0250073, 12.9985875 42.0250272, 12.9985687 42.0250422, 12.9985499 42.0250472, 12.9985325 42.0250472, 12.9985258 42.0250701))",way,,,,
1046,,,,1,847091248,1600075098,,,,,,,,La Fonte,,Comune di Roviano,,,,fountain,,yes,water,,,,,,,"POLYGON ((12.9934785 42.026216, 12.9935187 42.0262678, 12.9936018 42.0262319, 12.9935643 42.0261801, 12.9934785 42.026216))",way,,,,
1047,"{""theatre:genre"":""puppet""}",,,2,849317796,1600549987,,,,,,,,Teatro dei burattini San Carlino,,,,,,theatre,yes,,,,,,,,,"POLYGON ((12.4804578 41.9123359, 12.4805219 41.9121964, 12.4804659 41.9121822, 12.4804019 41.9123217, 12.4804578 41.9123359))",way,,,,
1048,,,,1,849343308,1600549987,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.4849011 41.9142239, 12.4849132 41.9141561, 12.4850017 41.9141611, 12.484991 41.9142289, 12.4849011 41.9142239))",way,,,,
1049,,,,1,849343310,1600549987,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.4807015 41.9117214, 12.4807147 41.911716, 12.4807279 41.9117135, 12.4807434 41.9117137, 12.4807585 41.911717, 12.4807803 41.9117303, 12.4807874 41.9117398, 12.4807903 41.9117627, 12.4807833 41.9117764, 12.4807704 41.9117876, 12.480753 41.9117947, 12.4807335 41.9117969, 12.4807141 41.9117939, 12.4806973 41.9117861, 12.4806852 41.9117744, 12.4806793 41.9117604, 12.4806802 41.9117457, 12.480688 41.9117321, 12.4807015 41.9117214))",way,,,,
1050,"{""height"":""5""}",,,2,856845595,1641520274,,,,,,Via Poggio Verde,,Teatro Corviale,,,,,,theatre,yes,,,,,,,,,"POLYGON ((12.4108903 41.8505551, 12.4109462 41.8505394, 12.4109953 41.8505116, 12.4110307 41.8504662, 12.4110446 41.8504153, 12.4110374 41.8503701, 12.41103 41.8503554, 12.4110166 41.8503284, 12.4109787 41.850294, 12.410928 41.8502705, 12.4108695 41.8502605, 12.4108098 41.8502653, 12.4107789 41.8502706, 12.4108903 41.8505551))",way,,,,
1051,"{""image"":""File:Fountain, Principe di Piemonte, Roma, Italia Nov 05, 2020 04-27-16 PM.jpeg"",""natural"":""water""}",,,3,858848195,1604590149,,,,,,,,,,,,,,fountain,,no,decorative,,,,,,,"POLYGON ((12.4797006 41.858842, 12.4797096 41.8588445, 12.4797136 41.8588509, 12.4797103 41.8588576, 12.4797016 41.8588606, 12.4796926 41.8588582, 12.4796886 41.8588517, 12.4796919 41.858845, 12.4797006 41.858842))",way,,,,
1052,"{""theatre:type"":""amphi""}",,,1,859051852,1602707129,,,,,,,,,,,,,,theatre,,,,,,,,,,"POLYGON ((12.6728465 41.8987526, 12.6729082 41.8988344, 12.6728492 41.8989363, 12.6727178 41.8989702, 12.6726239 41.8989383, 12.6725703 41.8988664, 12.6726051 41.8987905, 12.6726561 41.8987266, 12.672758 41.8987127, 12.6728465 41.8987526))",way,,,,
1053,,,,1,870283664,1605090274,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.2234929 42.0150041, 12.2234883 42.0150077, 12.2234854 42.0150122, 12.2234846 42.0150172, 12.223486 42.015022, 12.2234894 42.0150263, 12.2234944 42.0150296, 12.2235006 42.0150316, 12.2235076 42.015032, 12.2235144 42.0150306, 12.2235202 42.0150276, 12.2235243 42.0150233, 12.2235263 42.0150183, 12.223526 42.0150131, 12.2235233 42.0150082, 12.2235186 42.0150043, 12.2235124 42.0150018, 12.2235055 42.0150009, 12.2234988 42.0150018, 12.2234929 42.0150041))",way,,,,
1054,"{""lit"":""no""}",,,1,871935038,1605461706,,,,,,,,,,,,,,fountain,,,dry,,,,,,,"POLYGON ((12.6842237 41.8025497, 12.6842481 41.8025683, 12.6844571 41.8024167, 12.6844328 41.8023981, 12.6842237 41.8025497))",way,,,,
1055,,,,1,878944361,1606670531,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6546854 41.7706173, 12.6546966 41.7706143, 12.6547084 41.7706142, 12.6547197 41.770617, 12.6547292 41.7706223, 12.6547359 41.7706296, 12.6547391 41.7706381, 12.6547385 41.7706469, 12.6547341 41.7706552, 12.6547264 41.7706619, 12.6547162 41.7706664, 12.6547046 41.7706683, 12.6546924 41.7706671, 12.6546814 41.7706631, 12.6546728 41.7706565, 12.6546677 41.7706481, 12.6546665 41.770639, 12.6546695 41.7706301, 12.654676 41.7706227, 12.6546854 41.7706173))",way,,,,
1056,"{""barrier"":""yes""}",,,2,878963706,1632818210,,,,,,,,Fontana del Nettuno,,,,,,fountain,,yes,,,,,,,,"POLYGON ((12.6594418 41.7700664, 12.6594436 41.7700611, 12.6594484 41.7700544, 12.6594543 41.7700501, 12.6594662 41.7700435, 12.6594769 41.7700406, 12.6594881 41.770038, 12.6595033 41.7700376, 12.659513 41.7700399, 12.6595216 41.7700431, 12.6595279 41.7700483, 12.6595323 41.7700556, 12.6595328 41.7700621, 12.659531 41.7700674, 12.6595262 41.770074, 12.6595203 41.7700784, 12.6595084 41.770085, 12.6594977 41.7700879, 12.6594865 41.7700905, 12.6594713 41.7700909, 12.6594616 41.7700886, 12.659453 41.7700854, 12.6594464 41.7700801, 12.6594424 41.7700728, 12.6594418 41.7700664))",way,,,,
1057,"{""historic"":""yes""}",,,1,878965105,1606675526,,,,,,,,Fontana dei Quattro Mori,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6623729 41.7685554, 12.6623798 41.7685531, 12.6623874 41.7685526, 12.6623947 41.7685541, 12.6624009 41.7685574, 12.6624052 41.768562, 12.6624071 41.7685675, 12.6624065 41.7685731, 12.6624033 41.7685782, 12.6623979 41.7685822, 12.6623911 41.7685846, 12.6623846 41.7685852, 12.6623781 41.7685843, 12.6623723 41.768582, 12.6623677 41.7685785, 12.6623646 41.7685741, 12.6623635 41.7685693, 12.6623643 41.7685645, 12.6623675 41.7685594, 12.6623729 41.7685554))",way,,,,
1058,,,,1,879845408,1606839854,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.3167408 42.0223065, 12.3167506 42.0223029, 12.3167609 42.0222898, 12.3167633 42.0222766, 12.3167581 42.0222586, 12.3167464 42.0222435, 12.3167306 42.0222379, 12.3167148 42.0222382, 12.3167016 42.022246, 12.3166958 42.0222573, 12.3166952 42.0222722, 12.3167029 42.0222894, 12.3167123 42.0223004, 12.3167277 42.0223065, 12.3167408 42.0223065))",way,,,,
1059,,,,1,882449891,1607447031,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.665403 41.770584, 12.6653947 41.7705761, 12.6653902 41.7705665, 12.6653899 41.7705564, 12.665394 41.7705468, 12.665402 41.7705386, 12.6654131 41.7705328, 12.6654608 41.7705271, 12.6655084 41.7705337, 12.6655502 41.7705518, 12.6655561 41.7705611, 12.6655576 41.7705714, 12.6655545 41.7705815, 12.6655472 41.7705903, 12.6655365 41.7705968, 12.6654925 41.770604, 12.6654477 41.7706007, 12.665403 41.770584))",way,,,,
1060,"{""theatre:type"":""amphi""}",,,1,895221889,1610631890,,,,,,,,,,,,,,theatre,,,,,,,,,,"POLYGON ((12.2864949 41.7278184, 12.2866628 41.7281169, 12.2868169 41.7280743, 12.2868896 41.7280239, 12.2869069 41.7280019, 12.2869346 41.727967, 12.286945 41.7279373, 12.2869485 41.727883, 12.2869329 41.7278611, 12.2869018 41.7278249, 12.2868706 41.7278029, 12.2868238 41.7277758, 12.2867892 41.7277706, 12.2867373 41.7277642, 12.2866836 41.7277642, 12.2866299 41.7277745, 12.2864949 41.7278184))",way,,,,
1061,,,,1,895274442,1610644413,,,,,,,,Fonte Campitello,,Sit Lucretili,,,,fountain,,yes,,,,,,,,"POLYGON ((12.8455689 42.0588912, 12.8455885 42.0589016, 12.8455998 42.0588887, 12.8455809 42.058878, 12.8455689 42.0588912))",way,,,,
1062,"{""historic"":""monument""}",,,2,901139003,1643997551,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.1757867 42.1033786, 12.1757759 42.1033797, 12.175766 42.1033832, 12.1757582 42.1033888, 12.1757532 42.103396, 12.1757515 42.103404, 12.1757533 42.103412, 12.1757585 42.1034191, 12.1757664 42.1034247, 12.1757763 42.1034281, 12.1757878 42.103429, 12.1757991 42.103427, 12.1758088 42.1034223, 12.1758157 42.1034154, 12.1758192 42.1034072, 12.1758188 42.1033987, 12.1758145 42.1033907, 12.1758069 42.1033842, 12.1757974 42.1033802, 12.1757867 42.1033786))",way,,,,
1063,,,,1,902252622,1612096919,,,,,,,,Pfizer,,,,,,fountain,,,,,,,,,,"POLYGON ((12.4745122 41.9963487, 12.4744505 41.9963068, 12.4744452 41.9962151, 12.4745364 41.9962092, 12.4745873 41.996267, 12.4745578 41.9963447, 12.4745122 41.9963487))",way,,,,
1064,,,,1,904097091,1612521039,,,,,,,,fontanile,,,,,,fountain,,,,,,,,,,"POLYGON ((13.0399026 41.5895819, 13.0400372 41.5896423, 13.0400273 41.5896547, 13.0398927 41.5895943, 13.0399026 41.5895819))",way,,,,
1065,"{""lit"":""no""}",,,1,905070304,1612792908,,,,,,,,,,,,,,fountain,,no,mist,,,,,,,"POLYGON ((12.4681866 41.8563661, 12.4682014 41.8563555, 12.4682246 41.8563598, 12.4682343 41.8564106, 12.4682143 41.8564212, 12.4681957 41.8564164, 12.4681866 41.8563661))",way,,,,
1066,,,,1,906070640,1613029497,,,,,,,,Fontanile San Matteo,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6546826 41.8238076, 12.6546852 41.8237658, 12.6545778 41.8237621, 12.6545752 41.8238039, 12.6546826 41.8238076))",way,,,,
1067,"{""theatre:type"":""amphi""}",,,1,909563386,1613987657,,,,,,,,,,,,,,theatre,,,,,,,,,,"POLYGON ((12.3815335 41.8377872, 12.3814743 41.8375174, 12.3816116 41.837498, 12.3817371 41.8375121, 12.3817986 41.8375509, 12.3818389 41.8375914, 12.381845 41.8376412, 12.3818507 41.8376885, 12.3818034 41.8377555, 12.3817063 41.8377943, 12.3816305 41.8377996, 12.3815335 41.8377872))",way,,,,
1068,,,,1,911237728,1614346052,,,,,,,,Teatro l'Accordo,,,,,,theatre,yes,,,,,,,,,"POLYGON ((12.8848381 41.907506, 12.8848463 41.9073823, 12.8847354 41.9073078, 12.8846732 41.9073782, 12.884657 41.9074788, 12.8847368 41.9075784, 12.8848381 41.907506))",way,,,,
1069,,,,1,915578025,1615403528,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6806202 41.8064397, 12.6806115 41.8064357, 12.680605 41.8064299, 12.6806012 41.8064229, 12.6806006 41.8064154, 12.6806032 41.8064081, 12.6806088 41.8064018, 12.6806168 41.8063971, 12.6806263 41.8063945, 12.6806364 41.8063943, 12.6806461 41.8063965, 12.6806544 41.8064009, 12.6806582 41.8064032, 12.6806202 41.8064397))",way,,,,
1070,,,,1,920228765,1616349663,,,,,,,,,,,,,,fountain,,,,,,,Knowledge,,,"POLYGON ((12.7797333 41.6889149, 12.779771 41.688937, 12.7798028 41.6889121, 12.7797689 41.6888931, 12.7797333 41.6889149))",way,,,,
1071,,,,1,922454349,1616755416,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.4640865 41.8878268, 12.4640857 41.8878285, 12.4640861 41.8878311, 12.4640877 41.8878337, 12.4640897 41.8878358, 12.4640927 41.8878367, 12.4640957 41.8878368, 12.4640991 41.8878367, 12.4641021 41.8878364, 12.4641047 41.887837, 12.4641073 41.8878382, 12.4641092 41.8878403, 12.4641134 41.8878389, 12.4641166 41.8878383, 12.464119 41.8878379, 12.4641234 41.8878383, 12.4641296 41.8878394, 12.4641348 41.8878388, 12.4641417 41.887836, 12.4641467 41.8878333, 12.4641505 41.8878296, 12.4641523 41.8878251, 12.4641535 41.8878222, 12.4641545 41.8878196, 12.4641579 41.8878173, 12.4641561 41.8878147, 12.4641561 41.8878127, 12.4641579 41.88781, 12.4641605 41.8878067, 12.4641621 41.8878029, 12.4641617 41.8877996, 12.4641589 41.8877971, 12.4641539 41.887796, 12.4641493 41.8877968, 12.4641463 41.887796, 12.4641415 41.8877944, 12.464138 41.8877944, 12.4641346 41.8877951, 12.464131 41.8877954, 12.4641268 41.8877951, 12.4641218 41.8877944, 12.464116 41.8877946, 12.4641094 41.887796, 12.4641031 41.8877984, 12.4640997 41.8878008, 12.4640975 41.8878042, 12.4640953 41.8878088, 12.4640939 41.8878107, 12.4640925 41.8878122, 12.4640905 41.8878135, 12.4640879 41.8878153, 12.4640887 41.8878174, 12.4640895 41.8878198, 12.4640887 41.8878223, 12.4640877 41.8878247, 12.4640865 41.8878268))",way,,,,
1072,,,,1,923822122,1617115017,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.2718694 42.0926277, 12.271848 42.0926074, 12.271858 42.0926024, 12.2718727 42.0926079, 12.2719343 42.0925702, 12.2719978 42.0925468, 12.2720379 42.0925339, 12.2720685 42.0925396, 12.2720715 42.0925481, 12.2720697 42.0925558, 12.2720643 42.0925648, 12.2720513 42.0925697, 12.2720346 42.0925707, 12.2720219 42.0925677, 12.2720159 42.0925647, 12.2718694 42.0926277))",way,,,,
1073,"{""lit"":""no"",""natural"":""water""}",,,1,928943459,1618079258,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6916767 41.8099431, 12.6916857 41.8099327, 12.6916895 41.8099206, 12.6916877 41.8099083, 12.6916807 41.8098972, 12.691669 41.8098884, 12.6916541 41.8098829, 12.6916384 41.8098814, 12.6916228 41.8098837, 12.691609 41.8098896, 12.6915984 41.8098984, 12.6915921 41.8099093, 12.6915908 41.8099211, 12.6915945 41.8099326, 12.691603 41.8099426, 12.6916158 41.8099504, 12.6916314 41.8099546, 12.691648 41.8099547, 12.6916637 41.8099507, 12.6916767 41.8099431))",way,,,,
1074,"{""natural"":""water""}",,,1,930885639,1618468025,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6888479 41.8035427, 12.6888464 41.8035489, 12.6888422 41.8035544, 12.6888357 41.8035585, 12.6888278 41.8035607, 12.6888193 41.8035608, 12.6888113 41.8035588, 12.6888046 41.8035548, 12.6888002 41.8035494, 12.6887985 41.8035439, 12.6887991 41.8035382, 12.6888021 41.8035329, 12.6888071 41.8035286, 12.6888136 41.8035256, 12.6888211 41.8035242, 12.6888287 41.8035247, 12.6888358 41.8035268, 12.6888423 41.8035309, 12.6888465 41.8035364, 12.6888479 41.8035427))",way,,,,
1075,"{""natural"":""water""}",,,1,930885649,1618468025,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6885104 41.8036608, 12.6885093 41.8036637, 12.688507 41.8036662, 12.6885039 41.803668, 12.6885001 41.803669, 12.6884961 41.803669, 12.6884923 41.8036682, 12.6884887 41.8036663, 12.6884863 41.8036636, 12.6884852 41.8036604, 12.6884856 41.8036572, 12.6884875 41.8036542, 12.6884906 41.8036519, 12.6884945 41.8036506, 12.6884989 41.8036503, 12.6885031 41.8036511, 12.6885064 41.8036527, 12.6885089 41.8036551, 12.6885103 41.8036579, 12.6885104 41.8036608))",way,,,,
1076,"{""natural"":""water""}",,,1,931115410,1618506463,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.6830357 41.8056588, 12.6831021 41.8056699, 12.683106 41.8056734, 12.6831844 41.8056857, 12.683191 41.805684, 12.6832557 41.805696, 12.6832565 41.8056693, 12.6832459 41.8056436, 12.6832252 41.8056217, 12.6831963 41.8056058, 12.6831622 41.8055973, 12.6831263 41.8055972, 12.6830921 41.8056055, 12.683063 41.8056213, 12.6830409 41.8056448, 12.6830357 41.8056588))",way,,,,
1077,"{""type"":""open_air""}",,,1,931830800,1618692984,,,,,,,,,,,,,,theatre,yes,,,,,,,,,"POLYGON ((12.6884689 41.8040451, 12.6885303 41.8040751, 12.6885552 41.8040378, 12.688562 41.8039963, 12.6885499 41.8039556, 12.6885203 41.8039202, 12.6884766 41.8038941, 12.6884237 41.8038804, 12.6884162 41.8038804, 12.6884068 41.8039332, 12.6884246 41.8039359, 12.6884512 41.803947, 12.6884718 41.8039638, 12.6884844 41.8039845, 12.6884876 41.8040072, 12.6884812 41.8040294, 12.6884689 41.8040451))",way,,,,
1078,,,,1,934068435,1619128393,,,,,,,,,,,,,,fountain,,,,,,,,,,"POLYGON ((12.616643 41.7315017, 12.6166449 41.7315063, 12.6166448 41.7315111, 12.6166427 41.7315157, 12.6166388 41.7315196, 12.6166335 41.7315223, 12.6166272 41.7315237, 12.6166201 41.7315234, 12.6166136 41.7315214, 12.6166084 41.7315178, 12.6166051 41.7315131, 12.6166042 41.7315078, 12.6166057 41.7315027, 12.6166096 41.7314982, 12.6166152 41.731495, 12.6166213 41.7314934, 12.6166278 41.7314934, 12.616634 41.7314949, 12.6166392 41.7314978, 12.616643 41.7315017))",way,,,,
